Construção Civil	3	56509d95c864579b134325a0	CONTRATAÇÃO DE EMPRESA PARA EXECUÇÃO DE SERVIÇOS DE REQUALIFICAÇÃO DE ÁREA PÚBLICA MUNICIPAL, NA AVENIDA DIRETRIZ COM AVENIDA MANUEL DE SIQUEIRA - JARDIM BANDEIRANTES - SÃO PAULO - SP.
Informática e Telecomunicação	11	56509da9c864579b134325a3	CONTRATAÇÃO DE EMPRESA PARA FORNECIMENTO DE EQUIPAMENTOS, SERVIÇOS DE SUPORTE, INSTALAÇÃO, CONFIGURAÇÃO E MANUTENÇÃO CORRETIVA E PREVENTIVA DE SISTEMAS DE SEGURANÇA, PARA USO E PROTEÇÃO DOS SISTEMAS DA CMSP, CONFORME DESCRIÇÕES E CONDIÇÕES CONSTANTES DO ANEXO I - TERMO DE REFERÊNCIA - ESPECIFICAÇÕES TÉCNICAS, PARTE INTEGRANTE DO EDITAL.
Informática e Telecomunicação	11	56509da9c864579b134325a3	PRESTAÇÃO DE SERVIÇO DE TELEFONIA MÓVEL PESSOAL SMP, COM SISTEMA CORPORATIVO E FORNECIMENTO DE 32 APARELHOS DIGITAIS, TECNOLOGIA 4G E RESPECTIVAS LINHAS TELEFÔNICAS, EM REGIME DE COMODATO, COM ESTIMATIVA DE 8.000 MINUTOS PARA VC-1 E 1.800 MINUTOS PARA VC-2 E VC-3, COMPARTILHADOS E ACESSO A INTERNET.
Saúde	22	56509d3dc864579b1343259f	AQUISIÇÃO DE REAGENTES DE SOROLOGIA
Saúde	22	56509d3dc864579b1343259f	FORNECIMENTO DE CATÉTER TENCKHOFF PARA DIÁLISE PERITONEAL NEONATAL, CATÉTER TENCKHOFF PARA DIÁLISE PERITONEAL PEDIÁTRICO, CATÉTER TENCKHOFF PARA DIÁLISE PERITONEAL ADULTO PARA AS UNIDADES DA AUTARQUIA HOSPITALAR MUNICIPAL.
Construção Civil	3	56509d95c864579b134325a0	CONTRATAÇÃO DE SERVIÇOS DE APOIO PARA REMOÇÕES DE: 1) VOLUMES PROVENIENTES DE DESOCUPAÇÕES EM LOGRADOUROS DE INTERESSE PÚBLICO PARA INTERVENÇÃO E REURBANIZAÇÃO INCLUINDO A REMOÇÃO DE BARRACOS, SUCATAS, MADEIRAS, BARRACAS, MÓVEIS E OUTROS UTENSÍLIOS DEIXADOS POR MOTIVOS DE REINTEGRAÇÃO DO ESPAÇO PÚBLICO; 2) VEÍCULOS E CARCAÇAS ABANDONADOS EM LOGRADOUROS PÚBLICOS; E 3) PLACAS, BANNERS, LAMBE-LAMBE, CAVALETES E DEMAIS OBJETOS PROVENIENTES DE AÇÕES DE COMBATES ÀS IRREGULARIDADES DA LEI CIDADE LIMPA, ATRAVÉS DE 3 (TRÊS) EQUIPES PELO PERÍODO DE 12 (DOZE) MESES, CONFORME ESPECIFICAÇÕES DO OBJETO - ANEXO I., SOB O REGIME DE EMPREITADA POR PREÇO GLOBAL.
Produtos Infantis	19	5709127d5700813676e59770	CONTRATAÇÃO DE EMPRESA PARA AQUISIÇÃO DE CAMINHAS EMPILHÁVEIS PARA OS CENTROS DE EDUCAÇÃO INFANTIL.
Saúde	22	56509d3dc864579b1343259f	AQUISIÇÃO DE VASELINA LÍQUIDA ESTÉRIL 10 ML PARA AS UNIDADES DA AUTARQUIA.
Construção Civil	3	56509d95c864579b134325a0	CONTRATAÇÃO DE EMPRESA, SOB O REGIME DE EMPREITADA POR PREÇO GLOBAL, PARA PRESTAÇÃO DE SERVIÇO DE MONTAGEM DE ESTRUTURAS MODULARES E AMBIENTAÇÃO, INCLUINDO DISPONIBILIZAÇÃO DO MATERIAL, MANUTENÇÃO E DESMONTAGEM, PARA ATENDIMENTO AO EVENTO “1º ENCONTRO MUNICIPAL DE CAPS INFANTO JUVENIL”, CONFORME BASES, CONDIÇÕES E ESPECIFICAÇÕES DESTE EDITAL E SEUS ANEXOS.
Hospedagem/Viagem	10	56509edfc864579b134325b2	CONTRATAÇÃO DE SERVIÇO DE HOTELARIA PARA ATENDER A PROGRAMAÇÃO DO CENTRO CULTURAL SÃO PAULO.
Alimentação	1	56509d2bc864579b1343259d	REGISTRO DE PREÇOS PARA AQUISIÇÃO DE BISCOITO SALGADO TIPO CREAM CRACKER
Máquinas e Equipamentos	16	56509dafc864579b134325a4	EQUIPAMENTOS DE PROTEÇÃO INDIVIDUAL (CALÇADOS).
Alimentação	1	56509d2bc864579b1343259d	AQUISIÇÃO DE AGUA MINERAL
Saúde	22	56509d3dc864579b1343259f	AQUISIÇÃO DE MATERIAL MEDICO HOSPITALAR (PAPEL PARA ECG e PAPEL PARA VÍDEO PRINTER DE ULTRASSOM, TERMOSSENSÍVEL)
Saúde	22	56509d3dc864579b1343259f	CATETER VENOSO CENTRAL Nº 22G X 8
Saúde	22	56509d3dc864579b1343259f	AQUISIÇÃO DE MEDICAMENTOS
Serviços de Limpeza	26	56509e3ec864579b134325a8	CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇOS DE LIMPEZA, ASSEIO E CONSERVAÇÃO PREDIAL VISANDO A OBTENÇÃO DE ADEQUADAS CONDIÇÕES DE SALUBRIDADE E HIGIENE COM DISPONIBILIZAÇÃO DE MÃO-DE-OBRA E COM FORNECIMENTO DE MATERIAIS DE LIMPEZA, SANEANTES DOMISSANITÁRIOS, PAPEL TOALHA E PAPEL HIGIÊNICO, SABONETE LÍQUIDO, REPOSIÇÃO DE SABONETEIRAS, DISPENSERS DE PAPEL, MÁQUINAS, UTENSÍLIOS E EQUIPAMENTOS INCLUINDO-SE DESINSETIZAÇÃO E DESRATIZAÇÃO A SEREM EXECUTADOS NAS INSTALAÇÕES DO EDIFÍCIO MATARAZZO - VIADUTO DO CHÁ, Nº 15, DO EDIFÍCIO SÃO JOAQUIM - RUA LÍBERO BADARÓ, Nº 119 E DA GALERIA PRESTES MAIA – PRAÇA DO PATRIARCA.
Serviços/Produtos de Segurança	28	56509e56c864579b134325ab	CONTRATAÇÃO DE SEGURANÇA E VIGILÂNCIA PATRIMONIAL DESARMADA.
Saúde	22	56509d3dc864579b1343259f	INDICADOR, BIOLÓGICO PARA CONTROLE E ESTERILIZAÇÃO A VAPOR, LEITURA RÁPIDA
Saúde	22	56509d3dc864579b1343259f	REGISTRO DE PREÇOS PARA O FORNECIMENTO DE MEDICAMENTOS CONTROLADOS III.
Jardinagem e Paisagismo	13	57091bc95700813676e59788	CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇOS TÉCNICOS DE MANUTENÇÂO E CONSERVAÇÃO A SEREM EXECUTADOS NAS ÁREAS EXTERNAS (INTRAMUROS), SOB O PRINCÍPIO DA SUSTENTABILIDADE, DOS CEMITÉRIOS E CREMATÓRIO DO MUNICÍPIO DE SÃO PAULO, COM FORNECIMENTO DE MÃO DE OBRA, INSUMOS E EQUIPAMENTOS, COM CONTRATO PREVISTO PARA 12 MESES, DE ACORDO COM AS ESPECIFICAÇÕES TÉCNICAS CONSTANTES DO ANEXO I DESTE EDITAL.
Eventos	8	57091c9f5700813676e5978a	CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM ESTRUTURAS PARA PRESTAÇÃO DE SERVIÇOS DE MONTAGEM DE TENDAS DE 5,0 X 5,0 METROS SEM PISO, COMPREENDENDO TAMBÉM OS RESPECTIVOS SERVIÇOS DE TRANSPORTE E DESMONTAGEM, SOB O REGIME DE EMPREITADA POR PREÇO UNITÁRIO, PARA ATENDIMENTO PARCELADO A DIVERSOS EVENTOS POR UM PERÍODO DE 24 MESES, PRORROGÁVEIS POR IGUAIS OU MENORES PERÍODOS, CONFORME BASES, ESPECIFICAÇÕES E CONDIÇÕES DO EDITAL E SEUS ANEXOS.
Saúde	22	56509d3dc864579b1343259f	CONTRATAÇÃO DE SERVIÇOS DE LABORATÓRIO DE APOIO PARA REALIZAÇÃO DE EXAMES DE PATOLOGIA CLÍNICA
Serviços de Limpeza	26	56509e3ec864579b134325a8	CONTRATAÇÃO DE PRESTAÇÃO DE SERVIÇOS PARA SUBPREFEITURA PERUS DE LIMPEZA, ASSEIO E CONSERVAÇÃO PREDIAL, COM A DISPONIBILIZAÇÃO DE MÃO-DE-OBRA, SANEANTES DOMISSANITÁRIOS, MATERIAIS E EQUIPAMENTOS.
Informática e Telecomunicação	11	56509da9c864579b134325a3	CONTRATAÇÃO DE EMPRESA PARA O FORNECIMENTO, INSTALAÇÃO, CONFIGURAÇÃO E GARANTIA COM SUPORTE TÉCNICO DA SOLUÇÃO DE SEGURANÇA E OTIMIZAÇÃO DE ENLACE DE DADOS, PARA SE INTEGRAR À INFRAESTRUTURA EXISTENTE NO AMBIENTE DE TI DA SME.
Supermercado	30	56509d33c864579b1343259e	REGISTRO DE PREÇOS PARA O FORNECIMENTO DE FÓRMULA LÁCTEA INFANTIL.
Saúde	22	56509d3dc864579b1343259f	REGISTRO DE PREÇOS PARA O FORNECIMENTO DE ANTICONVULSIVANTES I.
Construção Civil	3	56509d95c864579b134325a0	AQUISIÇÃO DE PEDRAS NÚMEROS 1 E 2 E RACHÃO.
Papelaria	18	56509da2c864579b134325a2	AQUISIÇÃO DE MATERIAL DE ESCRITÓRIO CONFORME ESPECIFICAÇÕES TÉCNICAS E DEMAIS DISPOSIÇÕES DESCRITAS NO ANEXO I DESTE EDITAL
Saúde	22	56509d3dc864579b1343259f	REGISTRO DE PREÇOS PARA O FORNECIMENTO DE MEDICAMENTOS BRONCODILATADORES E SOLUÇÃO NASAL.
Saúde	22	56509d3dc864579b1343259f	AQUISIÇÃO DE CURATIVO BOTA DE UNNA 10 CM x 9 M,CURATIVO BOTA DE UNNA 7,5 CM x 6 M PARA AS UNIDADES DA AUTARQUIA HOSPITALAR MUNICIPAL.
Saúde	22	56509d3dc864579b1343259f	REGISTRO DE PREÇOS PARA O FORNECIMENTO DE CIRCUITO CPAP NASAL INFANTIL Nº0, CIRCUITO CPAP NASAL INFANTIL Nº2 E CIRCUITO CPAP NASAL INFANTIL Nº3 PARA AS UNIDADES DA AUTARQUIA HOSPITALAR MUNICIPAL
Saúde	22	56509d3dc864579b1343259f	AQUISIÇÃO DE SONDA ENDOTRAQUEAL DESCARTÁVEL COM BALÃO Nº 6,0, SONDA ENDOTRAQUEAL DESCARTÁVEL COM BALÃO Nº 8,0, SONDA ENDOTRAQUEAL DESCARTÁVEL COM BALÃO Nº 5,5, SONDA ENDOTRAQUEAL DESCARTÁVEL SEM BALÃO Nº 3,0, SONDA ENDOTRAQUEAL DESCARTÁVEL SEM BALÃO Nº 3,5 PARA AS UNIDADES DA AUTARQUIA.
Construção Civil	3	56509d95c864579b134325a0	AQUISIÇÃO DE FILTROS DE LINHA, REATORES ELETRÔNICOS E LÂMPADAS FLUORESCENTES
Saúde	22	56509d3dc864579b1343259f	AQUISIÇÃO DE MEDICAMENTOS
Eventos	8	57091c9f5700813676e5978a	CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA PRESTAÇÃO DE SERVIÇOS DE ASSESSORAMENTO E APOIO DE ASSESSORIA DE IMPRENSA PARA A EDIÇÃO 2016 DA VIRADA CULTURAL.
Construção Civil	3	56509d95c864579b134325a0	AQUISIÇÃO E INSTALAÇÃO DE TRANSFORMADOR DE MÉDIA TENSÃO 300 KVA ? 13,8KV/220/127V PARA CABINE DA TORRE DA MEMÓRIA, LOCALIZADA NA PRAÇA CORONEL FERNANDO PRESTES, 152 ? LUZ, CONFORME AS ESPECIFICAÇÕES CONSTANTES DO MEMORIAL DESCRITIVO, QUE INTEGRA O PRESENTE EDITAL DE LICITAÇÃO, COMO ANEXO I.
Saúde	22	56509d3dc864579b1343259f	REALIZAÇÃO DE EXAMES DE MEDICINA NUCLEAR
Informática e Telecomunicação	11	56509da9c864579b134325a3	CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO PREVENTIVA (ASSISTÊNCIA TÉCNICA), EM EQUIPAMENTOS DE PABX PERTENCENTES A BIBLIOTECAS PÚBLICAS DA CIDADE DE SÃO PAULO.
Publicidade	20	56509e45c864579b134325a9	CONTRATAÇÃO DE EMPRESA, SOB O REGIME DE EMPREITADA POR PREÇO UNITÁRIO, PARA A PRESTAÇÃO DE SERVIÇOS DE PUBLICAÇÃO LEGAL, SOB DEMANDA, DE AVISOS E EDITAIS DE LICITAÇÃO EM JORNAL DE GRANDE CIRCULAÇÃO NO ESTADO DE SÃO PAULO E NO DIÁRIO OFICIAL DA UNIÃO PELO PERÍODO DE 12 (DOZE) MESES, RENOVÁVEIS POR IGUAIS OU MENORES PERÍODOS, CONFORME BASES, ESPECIFICAÇÕES E CONDIÇÕES DESTE EDITAL E SEUS ANEXOS.
Saúde	22	56509d3dc864579b1343259f	AQUISIÇÃO DE CAIXA PLÁSTICA TRANSPARENTE E CAIXA PLÁSTICA TÉRMICA.
Vestuário	32	56509dc8c864579b134325a6	AQUISIÇÃO DE CALÇADOS, TIPO BOTA PRETA CANO CURTO PARA USO DO EFETIVO DA GUARDA CIVIL METROPOLITANA - GCM, CONFORME ESPECIFICAÇÕES E QUANTITATIVOS ESTIMADOS NO ANEXO I – TERMO DE REFERÊNCIA.
Consultoria/RH	4	57092cec5700813676e597a5	PRESTAÇÃO DE SERVIÇOS PARA TREINAMENTO E RECICLAGEM DE EMPREGADOS
Produtos Infantis	19	5709127d5700813676e59770	FORNECIMENTO DE COLCHONETE INFANTIL DE ESPUMA FLEXIVEL DE POLIURETANO COM REVESTIMENTO EM BAGUM, DE ACORDO COM O TERMO DE REFERÊNCIA CONSTANTE DO ANEXO I DESTE EDITAL.
Informática e Telecomunicação	11	56509da9c864579b134325a3	CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇOS DE IMPLANTAÇÃO, CUSTOMIZAÇÃO, TREINAMENTO E SUPORTE TÉCNICO DO SOFTWARE DSPACE E DO SOFTWARE BIBLIVRE A SEREM UTILIZADOS COMO FERRAMENTAS DO CENTRO DE DOCUMENTAÇÃO E MEMÓRIA DA SECRETARIA MUNICIPAL DE DIREITOS HUMANOS E CIDADANIA DA PREFEITURA MUNICIPAL DE SÃO PAULO.
Saúde	22	56509d3dc864579b1343259f	AQUISIÇÃO DE CADARÇO DE ALGODÃO SARJADO, CAPA PARA COLCHÃO TIPO CAIXA DE OVO E ELÁSTICO DE ALGODÃO DE COR BRANCA.
Construção Civil	3	56509d95c864579b134325a0	AQUISIÇÃO DE TINTA
Serviços de Limpeza	26	56509e3ec864579b134325a8	CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA CONTROLE DE PRAGAS E VETORES NAS ÁREAS EDIFICADAS, ENTRE TÚMULOS E PAVIMENTADAS DO SERVIÇO FUNERÁRIO DO MUNICÍPIO DE SÃO PAULO.
Serviços Administrativos	24	57092e625700813676e597ae	CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM SERVIÇOS DE AUDIODESCRIÇÃO, PARA A REALIZAÇÃO DE ATIVIDADES QUE INTEGRAM A GRADE ANUAL DE PROGRAMAÇÃO NAS DEPENDÊNCIAS DO CENTRO CULTURAL SÃO PAULO.
Saúde	22	56509d3dc864579b1343259f	AQUISIÇÃO DE COMPRESSA CAMPO OPERATÓRIO 25 X 28 CM COM FILAMENTO RADIOPACO ESTÉRIL PARA AS UNIDADES DA AUTARQUIA.
Saúde	22	56509d3dc864579b1343259f	SERVIÇO DE CALIBRAÇÃO DE EQUIPAMENTOS DE FONOAUDIOLOGIA E AFERIÇÃO DE CABINES AUDIOMÉTRICAS DAS UNIDADES DE SAÚDE AE TUCURUVI e UBS/AE/CEO DR. WALTER ELIAS PERTENCENTES A COORDENADORIA REGIONAL DE SAÚDE NORTE - CRS-NORTE
Serviços de Engenharia	25	5702a9545700813676e5974a	PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO E CONSERVAÇÃO DE ÁREAS PÚBLICAS, LOGRADOUROS E VIAS DE QUALQUER NATUREZA.
Alimentação	1	56509d2bc864579b1343259d	AQUISIÇÃO DE CAFÉ TORRADO E MOIDO.
Saúde	22	56509d3dc864579b1343259f	REGISTRO DE PREÇOS PARA O FORNECIMENTO DE MATERIAL ODONTOLÓGICO: ALGINATO ? TIPO II.
Informática e Telecomunicação	11	56509da9c864579b134325a3	FORNECIMENTO DE CARTUCHOS DE FITA LTO-4 ULTRIUM RW
Saúde	22	56509d3dc864579b1343259f	REGISTRO DE PREÇOS PARA O FORNECIMENTO DE MEDICAMENTOS ESSENCIAIS VI.
Saúde	22	56509d3dc864579b1343259f	REGISTRO DE PREÇOS PARA O FORNECIMENTO DE POLIVITAMÍNICO COMPRIMIDO.
Transportes e Combustíveis	31	56509d9cc864579b134325a1	PRESTAÇÃO DE SERVIÇOS DE TRANSPORTE MEDIANTE LOCAÇÃO DE 03 (TRÊS) VEÍCULOS, POR UM PERÍODO DE 12 MESES CONFORME ANEXO I DO EDITAL.
Saúde	22	56509d3dc864579b1343259f	REGISTRO DE PREÇOS PARA O FORNECIMENTO DE ATADURA DE BORRACHA (FAIXA DE SMARCH).
Saúde	22	56509d3dc864579b1343259f	AQUISIÇÃO DE MEDICAMENTOS.
Eletrodomésticos e Utensílios	5	56509e75c864579b134325af	AQUISIÇÃO DE MATERIAL PARA O ALMOXARIFADO (COPO DESCARTÁVEL A POTE DESCARTÁVEL)
Saúde	22	56509d3dc864579b1343259f	AQUISIÇÃO DE LENÇOL DESCARTÁVEL COM ELÁSTICO PARA MACA PARA UNIDADES DA AUTARQUIA HOSPITALAR MUNICIPAL.
Saúde	22	56509d3dc864579b1343259f	FORNECIMENTO DE AGULHA PARA ESTIMULADOR DE NERVO PERIFÉRICO E COMODATO DE APARELHOS NEUROESTIMULADORES DE NERVOS PERIFÉRICOS PARA USO NAS UNIDADES DA AUTARQUIA HOSPITALAR MUNICIPAL.
Serviços de Limpeza	26	56509e3ec864579b134325a8	AQUISIÇÃO DE PAPEL TOALHA, CONFORME AS ESPECIFICAÇÕES TÉCNICAS CONSTANTES DO ANEXO I CONSTANTE NO EDITAL.
Saúde	22	56509d3dc864579b1343259f	REGISTRO DE PREÇOS PARA O FORNECIMENTO DE APLICADOR ACCU-CHEK LINK ASSIST – ACCU CHECK COMBO, CLIP CASE ACCU CHEK SPIRIT, SMART PIX ACCU CHEK, BOMBA DE INSULINA + SMART CONTROL (SISTEMA ACCU CHEK COMBO) CAPA FLEXÍVEL SILINONE ACCU CHEK E PACOTE DE SERVIÇO ACCU CHEK SPIRIT, PARA ATENDIMENTO DE DETERMINAÇÕES DO PODER JUDICIÁRIO, MINISTÉRIO PÚBLICO E CONSELHOS TUTELARES - AÇÕES JUDICIAIS.
Vestuário	32	56509dc8c864579b134325a6	AVENTAL COR BRANCA
Saúde	22	56509d3dc864579b1343259f	MATERIAL MÉDICO HOSPITALAR
Serviços Administrativos	24	57092e625700813676e597ae	CONTRATAÇÃO DE EMPRESA FORNECEDORA DE MÃO DE OBRA TEMPORÁRIA DE APOIO OPERACIONAL PARA ESTACIONAMENTO NOS PÁTIOS DE ESTACIONAMENTO ADMINISTRADOS PELA SÃO PAULO TURISMO S/A., PARA ATENDIMENTO PARCELADO A FEIRAS, DURANTE O PERÍODO DE 12/04/2016 A 21/05/2016 (FEICON, SERIGRAFIA E MECÂNICA), CONFORME BASES, CONDIÇÕES E ESPECIFICAÇÕES DO EDITAL E SEUS ANEXOS.
Publicidade	20	56509e45c864579b134325a9	CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA PRESTAÇÃO DE SERVIÇOS DE ASSESSORAMENTO E APOIO DE ASSESSORIA DE IMPRENSA PARA A EDIÇÃO 2016 DA VIRADA CULTURAL.
Alimentação	1	56509d2bc864579b1343259d	REGISTRO DE PREÇOS PARA AQUISIÇÃO DE BISCOITO DOCE TIPO MAISENA E BISCOITO DOCE TIPO MARIA (EMBALAGEM A GRANEL).
Alimentação	1	56509d2bc864579b1343259d	REGISTRO DE PREÇOS PARA AQUISIÇÃO DE CARNE BOVINA CONGELADA EM PEÇA CORTADA AO MEIO CORTE PATINHO
Informática e Telecomunicação	11	56509da9c864579b134325a3	CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA PRESTAÇÃO DE SERVIÇOS DE LOCAÇÃO DE MÁQUINA MULTIFUNCIONAL/IMPRESSORA DIGITAL NOVA, DE PRIMEIRO USO E EM LINHA DE FABRICAÇÃO, COM MANUTENÇÃO PREVENTIVA E CORRETIVA DO EQUIPAMENTO OFERTADO, PARA IMPRESSÕES PRETO E BRANCO E COLORIDAS, EM REGIME DE FRANQUIA MENSAL ESTIMADA, COM FATURAMENTO DE FOLHAS EFETIVAMENTE IMPRESSAS, COM FORNECIMENTO DE TODOS OS SUPRIMENTOS E CONSUMÍVEIS (PAPEL A4, A-3, TONER, CILINDRO, REVELADOR E QUALQUER OUTRO SUPRIMENTO QUE SE FAÇA NECESSÁRIO PARA O BOM FUNCIONAMENTO DOS EQUIPAMENTOS), COM FORNECIMENTO DE SOFTWARE PARA SOLUÇÃO DE BILHETAGEM E CONTABILIZAÇÃO, QUE SERÁ ENTREGUE E INSTALADA NA SUPERVISÃO DE ADMINISTRAÇÃO E SUPRIMENTOS DA SUBPREFEITURA PARELHEIROS E MÃO-DE-OBRA DE 1 (UM) OPERADOR DE EQUIPAMENTO DE FOTOCÓPIAS EM PERÍODO INTEGRAL.
Construção Civil	3	56509d95c864579b134325a0	AQUISIÇÃO DE AÇO PARA CONCRETO ARMADO E PREGOS.
Embalagens e Descartáveis	6	5709385e5700813676e597d0	AQUISIÇÃO DE BOBINA PLÁSTICO PICOTADO.
Máquinas e Equipamentos	16	56509dafc864579b134325a4	LOCAÇÃO DE CAMINHÕES TRAÇADOS
Alimentação	1	56509d2bc864579b1343259d	REGISTRO DE PREÇOS PARA AQUISIÇÃO DE FEIJÃO COMUM, PRETO, TIPO 1.
Esportivo e Recreativo	7	56509e7dc864579b134325b0	CONTRATAÇÃO DE EMPRESA PARA AQUISIÇÃO DE JOGOS DE XADREZ E RELÓGIOS DE XADREZ ANALÓGICOS.
Transportes e Combustíveis	31	56509d9cc864579b134325a1	CONTRATAÇÃO DE EMPRESA ESPECIALIZADA, SOB O REGIME DE EMPREITADA POR PREÇO UNITÁRIO, PARA LOCAÇÃO, MONTAGEM E DESMONTAGEM DE MOBILIÁRIO, INCLUINDO TRANSPORTE, CONFORME BASES, CONDIÇÕES E ESPECIFICAÇÕES DO EDITAL E SEUS ANEXOS.
